Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Full Description,Twitter,Facebook,LinkedIn,Primary Job Title,Primary Organization,Investor Type,Investment Stage,CB Rank (Investor)
Ray Bradford,https://www.crunchbase.com/person/ray-bradford,1,1,"San Francisco, California, United States","Ray Bradford is a partner at Kleiner Perkins Caufield & Byers. He joined the firm in 2011 and focuses on investments for the firm’s digital practice. Before joining KPCB, Ray worked at Amazon Web Services and helped grow the company’s cloud infrastructure business. He led one of the core product management teams and was responsible for the definition, launch, and business growth of new database services, including Amazon Relational Database Services (RDS), Amazon ElastiCache, and Amazon DynamoDB. He is named inventor on multiple patent applications related to scalable data systems, and is excited by the opportunity for big data to drive efficiency gains and innovation in many sectors of the economy. Earlier in his career, Ray spent time at Twitter and Linden Lab (creators of the virtual world Second Life). Ray earned his M.B.A. at Stanford University, where he was an Arjay Miller Scholar, and completed computer science coursework. Ray holds his B.S. degree in economics from Westminster College, where he graduated summa cum laude and served as student body president.",http://twitter.com/ray_bradford,,http://www.linkedin.com/in/raybradford,Founder & CEO,Spruce Health,Individual/Angel,,"80,127"
Renganathan Ramamoorthy,https://www.crunchbase.com/person/renganathan-ramamoorthy,,,"Greater Seattle Area, Washington, United States",Renganathan Ramamoorthy is the Product Manager at Google. He attended Thunderbird School of Global Management.,,,https://www.linkedin.com/in/gurupanguji/,Product Manager,Google,,,"127,748"
Rian Schmidt,https://www.crunchbase.com/person/rian-schmidt,,,"Portland, Oregon, United States",Rian Schmidt is the Chief Technology Officer at Leavened .,https://twitter.com/rianschmidt,,https://www.linkedin.com/in/rianschmidt,Chief Technology Officer,Leavened,,"Early Stage Venture, Seed","180,461"
Richard Dalzell,https://www.crunchbase.com/person/richard-dalzell,6,2,"Seattle, Washington, United States","Richard Dalzell was Senior Vice President and Chief Information Officer of Amazon.com, Inc. until his retirement in 2007. Previously, Dalzell served in numerous other positions at Amazon.com, Inc., including Senior Vice President of Worldwide Architecture and Platform Software and Chief Information Officer from 2001 to 2007, Senior Vice President and Chief Information Officer from 2000 to 2001 and Vice President and Chief Information Officer from 1997 to 2000. Prior to his employment with Amazon.com, Inc., Dalzell was Vice President of the Information Systems Division at Wal-Mart Stores, Inc. from 1994 to 1997. Dalzell brings to the Board extensive experience, expertise and background in internet information technology gained from his service as the Chief Information Officer of Amazon.com, Inc. He also brings corporate leadership experience gained from his service in various senior executive roles at Amazon.com, Inc.",,,https://www.linkedin.com/in/richarddalzell,Member of the Board of Directors,Intuit,Individual/Angel,Seed,"63,936"
Rikki Tahta,https://www.crunchbase.com/person/rikki-tahta,1,1,"New York, New York, United States","Richard Tahta is Co-Founder of Episode 1 Partners, a venture capital firm managing the $100M Chase Episode 1 fund, which invested in early stage internet and technology companies. Prior to that Richard was Director of corporate Development for Amazon.com in Europe. Richard has founded and sold several companies including ARK Information which sold to Thomson in 1992, Webtrack which merged with Jupiter in 1998 and Bookpages which sold to Amazon in 1998. Richard has an MBA from Columbia and an undergraduate degree from Oxford University.",,,http://www.linkedin.com/in/rikkitahta,Board Member,NetProspex,Individual/Angel,Seed,"66,563"
Rob Streeter,https://www.crunchbase.com/person/rob-streeter,,,,,,,https://www.linkedin.com/in/robstreeter,,,,,
Robert Hendrick,https://www.crunchbase.com/person/robert-hendrick,,,"New York, New York, United States",,,,http://www.linkedin.com/in/robertbhendrickjr,,,,,"169,373"
Ryan Snodgrass,https://www.crunchbase.com/person/ryan-snodgrass,,,"Seattle, Washington, United States","Ryan Snodgrass is an experienced software engineer, technical leader, and angel investor. Most recently Senior Principal Engineer at Amazon.com leading 250+ engineers building all the cloud services that supported the real-time user facing Kindle ecosystem.",,,https://www.linkedin.com/in/rsnodgrass/,,,,Seed,"134,744"
Sachin Sinha,https://www.crunchbase.com/person/sachin-sinha,1,,"Bangalore City, Karnataka, India","Engineer, Entrepreneur, passionate about data, ML and AI. Author of one of the fastest and robust NoSQL databases, BangDB and founder of IQLECT",https://twitter.com/sachin_sinha1,,https://www.linkedin.com/in/sachinsi,Founder & CEO,BangDB,Individual/Angel,,"102,670"
Samuel Clemens,https://www.crunchbase.com/person/samuel-clemens,1,,"Boston, Massachusetts, United States",Samuel Clemens is a Co-Founder and Co-CEO at Reprise.,http://twitter.com/scclemens,,http://www.linkedin.com/in/sclemens,Co-Founder & Co-CEO,Reprise,"Investment Partner, Individual/Angel",Seed,"62,654"
Saturnin Pugnet,https://www.crunchbase.com/person/saturnin-pugnet,1,,"San Francisco, California, United States",Saturnin Pugnet is the Head of Software at Worldcoin. Saturnin Pugnet attended Caltech.,https://twitter.com/PugnetSaturnin,,https://www.linkedin.com/in/saturnin-pugnet-b32a1a108/en/,Head of IoT Software,Worldcoin,Individual/Angel,"Early Stage Venture, Initial Coin Offering, Seed","46,395"
Saumitra Bhave,https://www.crunchbase.com/person/saumitra-bhave,,,"Mumbai, Maharashtra, India",,https://twitter.com/saumitrabhave,,https://www.linkedin.com/in/saumitrabhave/,,,,,"173,674"
Scott Jacobson,https://www.crunchbase.com/person/scott-jacobson-2,,,"Seattle, Washington, United States",,http://twitter.com/scottjacobson,http://www.facebook.com/scott.jacobson,http://www.linkedin.com/in/sxjacobson,Managing Director,Madrona Venture Group,Investment Partner,,"129,166"
Scott Kveton,https://www.crunchbase.com/person/scott-kveton,,,"Portland, Oregon, United States",,http://twitter.com/kveton,https://www.facebook.com/kveton,http://www.linkedin.com/in/kveton,Co-Founder,PIE,,,"101,046"
Serkan Kutan,https://www.crunchbase.com/person/serkan-kutan,,,"New York, New York, United States","Serkan is Chief Technology Officer at the Amazon, Berkshire Hathaway, and JPMorgan Chase health care venture. He brings nearly 20+ years of professional software development experience, as well as a front-row view of the pain points in both the patient and provider experience, to this leadership role. Most recently, Serkan served as the Chief Technology Officer at Zocdoc where he was responsible for the company’s technical roadmap and strategy, as well as scaling software architecture and systems. He also previously worked at Amazon, serving as a technical leader to define and design the ecommerce leader’s architectural strategy for Catalog and Selection Systems, and at Goldman Sachs where he was building trading systems powered by real-time social media analytics insights and unified communications – a first on Wall Street at that time. Serkan began his career at Microsoft. In his 10 years there, he served as a technology manager on the Windows team and later a manager of the Unified Communications team which shipped the first five major releases of Microsoft OCS/Lync/Skype for Business, a product that reached $1 billion in revenue faster than any other Microsoft product before it. A native of Turkey, Serkan graduated with a BS in Computer Science from Bilkent University. He has lived in NYC for twelve years and currently resides in Brooklyn.",,,https://www.linkedin.com/in/serkankutan,Chief Technology Officer,Amwell,,,"57,949"
Shashank V Singh,https://www.crunchbase.com/person/shashank-v-singh,6,2,"Seattle, Washington, United States",Shashank V Singh is a Principal/Director Product Management at Axon. He Attended Dr. A.P.J. Abdul Kalam Technical University during 2000-2004.,http://twitter.com/shash2_0,,https://www.linkedin.com/in/shashankvsingh/,Principal/Director Product Management,Axon,Individual/Angel,,"95,931"
Shel Kaphan,https://www.crunchbase.com/person/shel-kaphan,1,1,"Seattle, Washington, United States",,,,https://www.linkedin.com/in/shelkaphan,,,Individual/Angel,Seed,"30,490"
Simon Murdoch,https://www.crunchbase.com/person/simon-murdoch,98,22,"London, England, United Kingdom","Simon set up online bookstore Bookpages in 1996 and sold it to Amazon in 1998. As VP Europe for Amazon, he managed huge growth from start-up through to multimillion turnover and hundreds of staff.  As an Angel investor, he has invested in Shazam, been chairman of VideoIsland (now merged with and renamed LoveFilm, and purchased in Feb 2011 by Amazon.com), Zoopla!  and Shutl (currently chairman). Simon founded and funded FriendsAbroad.com, a social network for developing language skills and contacts abroad which was successfully sold to Lesson Nine GmbH, operators of language learning site Babbel.com.  Simon is currently CEO of StormForward, an e-commerce conversion consultancy which helpsonline retailers to increase their online sales and profits.",http://twitter.com/smrdch,https://www.facebook.com/simon.murdoch.16,https://www.linkedin.com/in/simonmurdoch,Managing Partner,Episode 1,"Investment Partner, Individual/Angel",Seed,"15,486"
Sonia Nagar,https://www.crunchbase.com/person/sonia-nagar,,,"Austin, Texas, United States",Sonia Nagar is the Partner - Venture Capital of Pritzker Group Venture Capital. She was Co-Founder & CEO @ Pickie.,https://twitter.com/ssahney,,https://www.linkedin.com/in/sonias3,Partner - Venture Capital,Pritzker Group Venture Capital,Investment Partner,,"109,671"
Soumen Sarkar,https://www.crunchbase.com/person/soumen-sarkar,,,"Bangalore, Karnataka, India",Co-founder wooplr.com,http://twitter.com/Soumen_ss,http://www.facebook.com/soumen.sarkar,http://www.linkedin.com/in/soumensarkarss,,,,,"141,812"
Stefania Lotto,https://www.crunchbase.com/person/stefania-lotto,,,"Milan, Lombardia, Italy","Stefania Lotto currently works as a Investment Manager at PM & Partners. She previously worked at Amazon Inc, as Vendor Manager.",,,https://www.linkedin.com/in/stefanialotto/,,,,,"186,047"
Stephen Pak,https://www.crunchbase.com/person/stephen-pak,,,"Austin, Texas, United States",,,,https://www.linkedin.com/in/stephenpak/,,,,,"152,957"
Stephen Walker,https://www.crunchbase.com/person/stephen-walker-ii,,,"Paris, Ile-de-France, France",Stephen Walker is the Founder of Innovat.,https://twitter.com/smwii_,,https://www.linkedin.com/in/stephenwalker,Founder,Innovat,,,"117,077"
Steve Rabuchin,https://www.crunchbase.com/person/steve-rabuchin,,,"Seattle, Washington, United States",,https://twitter.com/rabuchin,,https://www.linkedin.com/in/steve-rabuchin-b1b408/,"VP, AWS World Wide Revenue Operations",Amazon Web Services,Investment Partner,,"37,962"
Sujayath Ali,https://www.crunchbase.com/person/sujayath-ali,3,,"Bengaluru, Karnataka, India","Co-Founder of ShopUp. Previously co-founded Voonik and was its CEO. Before Voonik, I was a Senior Business Leader at Visa, head of Visa checkout merchant program. Prior to this, I was associated with Amazon.com as their Senior Product Manager. I started my career as a Senior Software Development Engineer with iNautix Technologies. An MBA in Technology and Finance from the Indian School of Business, I also hold a Bachelor’s Degree in Computer Science Engineering from Mepco Schlenk Engineering College.",http://twitter.com/sujayath,http://www.facebook.com/sujayath,http://in.linkedin.com/in/sujayath,Co-founder & CBO,ShopUp,Individual/Angel,Seed,"36,877"
Sukhinder Singh,https://www.crunchbase.com/person/sukhinder-singh-cassidy,7,3,"San Francisco, California, United States","Sukhinder Singh Cassidy has founded and successfully built and scaled technology companies at the intersection of media and commerce throughout her career. As SVP and President of StubHub, she is advancing global expansion and championing technology innovation to deliver a superior fan experience. Sukhinder and the StubHub team advocate for fans in search of the best choice, providing open access to live events and connecting fans with their favorite teams, shows and artists around the world.Prior to StubHub, Sukhinder was founder of theBoardlist, a talent marketplace that matches women leaders with board opportunities. She was also founder and CEO of Joyus, CEO of Polyvore and co-founded Yodlee. Sukhinder also held senior leadership positions at Google, including serving as President of its Asia Pacific and Latin America business.",http://twitter.com/SukhinderSingh,,https://www.linkedin.com/in/sukhinders,Founder,The Boardlist,"Investment Partner, Individual/Angel",Seed,"38,514"
Supriyo Roy,https://www.crunchbase.com/person/supriyo-roy,1,,"Greater Seattle Area, Washington, United States","Supriyo is a Designer with 10+ years of product design experience spanning multiple contexts, mediums, and industries. Currently, He is building Hyy.pe to enable the next generation of creative economy. He is a strong proponent of inclusive design, pushing for UX blurring the lines between offline and online.",http://twitter.com/next_roy,http://www.facebook.com/supriyoR,http://www.linkedin.com/in/supriyoroy,Founder,Hyype,Individual/Angel,Seed,"54,032"
Takashi Kato,https://www.crunchbase.com/person/takashi-kato,,,"San Francisco, California, United States","Takashi is responsible for all investment activity at Global Brain Corporation. Prior to joining Globalbrain, he developed his career as a Marketing & Sales expert in global companies like Amazon, Microsoft, and TripAdvisor.",,,https://www.linkedin.com/in/takashi-k-2719268/,Partner / US Office Representative,Global Brain Corporation,Investment Partner,,"58,828"
Tiago Teixeira Correia,https://www.crunchbase.com/person/tiago-teixeira-correia,,,"London, England, United Kingdom","Innovation and Strategy for the Music, Media and Entertainment industries",https://twitter.com/tiagotcorreia,https://medium.com/@tiagotcorreia,https://www.linkedin.com/in/tiagotcorreia/,New Business & Ventures,Warner Music Group,Investment Partner,"Early Stage Venture, Seed, Venture","45,768"
Tim Lenardo,https://www.crunchbase.com/person/tim-lenardo,1,,"San Francisco, California, United States","Co-creator of Boomerang from Instagram. Formerly Engineering @ Instagram, Facebook, Amazon. Now working on something new 🙃",,,,"Co-Founder, CEO",Real Labs,Individual/Angel,,"43,637"
Tisson Mathew,https://www.crunchbase.com/person/tisson-mathew,,,"Portland, Oregon, United States",Tisson Mathew is the president and CEO of SkyPoint Cloud.,https://twitter.com/mathewtisson,,https://www.linkedin.com/in/tisson/,Founder and CEO,SkyPoint Cloud,,,"61,064"
Todd Edebohls,https://www.crunchbase.com/person/todd-edebohls,1,,"New York, New York, United States","Todd Edebohls is Chief Customer Officer of CLEAR where he leads the company's corporate development, marketing, and customer service. Todd was previously Amazon.com Director of Business Development for eight years beginning in 1999, Vice President of Business Development of Zocdoc, CEO of software startup Inside Jobs, and Chairman of the Nasdaq-traded company of ecommerce interests including Toys.com at D. E. Shaw.",http://twitter.com/edebohls,,https://www.linkedin.com/in/edebohls,Chief Customer Officer,CLEAR,Individual/Angel,Seed,"125,173"
Tom Killalea,https://www.crunchbase.com/person/tom-killalea,3,,"Seattle, Washington, United States",Tom Killalea has been an advisor to technology-driven companies since 2014.,https://twitter.com/tomk_,,https://www.linkedin.com/in/killalea,Board Advisor,Satellogic,Individual/Angel,"Early Stage Venture, Seed","32,857"
Toni Riera,https://www.crunchbase.com/person/toni-riera,,,"Colombia, South America",Toni Riera is the founder of Vinttio.,,,,General Manager,Uber,,,"62,383"
Tyson Trautmann,https://www.crunchbase.com/person/tyson-trautmann,1,,"Los Angeles, California, United States","Tyson Trautmann is the Vice President of Engineering at Fauna. He attended University of California, Berkeley, Haas School of Business.",https://twitter.com/tysontrautmann,,https://www.linkedin.com/in/tysontrautmann/,VP of Engineering,Fauna,Individual/Angel,Seed,"105,210"
Varun Aggarwal,https://www.crunchbase.com/person/varun-aggarwal,1,,,"Varun Aggarwal is the CEO and Founder of iExperienceit.   He graduated from the University of Waterloo in Canada in 2010 with a degree in Computer Engineering and has worked for several companies including Petro Canada, Qualcomm, CBS Radio and Amazon.",,,https://www.linkedin.com/in/varun43in,Founder & CEO,iExperienceit Inc.,Individual/Angel,Seed,"183,773"
Venky Harinarayan,https://www.crunchbase.com/person/venky-harinarayan,11,2,"San Francisco, California, United States",Venky Harinarayan is the Founding Partner at Rocketship.vc.He attended Stanford University.,http://twitter.com/venky13,,https://www.linkedin.com/in/venky-harinarayan-bb64,Founding Partner,rocketship.vc,"Investment Partner, Individual/Angel",Seed,"18,711"
Victoria Treyger,https://www.crunchbase.com/person/victoria-treyger-2,1,,"San Francisco, California, United States",Victoria is passionate about building great brands and scaling revenue through innovative sales and marketing.  She joined Kabbage because she loved the opportunity to leverage technology and data to transform how financial services are delivered to customers.,https://twitter.com/victoriatr,,https://www.linkedin.com/in/victoriatreyger,General Partner and Managing Director,Felicis Ventures,"Investment Partner, Individual/Angel",,"41,354"
Vijay Ravindran,https://www.crunchbase.com/person/vijay-ravindran,1,,"Washington, District of Columbia, United States",,http://twitter.com/vijayravindran,,https://www.linkedin.com/in/vijayravindran,CEO,Floreo,Individual/Angel,Seed,"69,164"
Vikas Gupta,https://www.crunchbase.com/person/vikas-gupta,7,1,"San Francisco, California, United States",,http://twitter.com/vikasgupta,http://www.facebook.com/vikgup,http://www.linkedin.com/in/vikasgupta,Co-Founder & Chief Executive Officer,Wonder Workshop,Individual/Angel,Seed,"37,736"
Vinit Sukhija,https://www.crunchbase.com/person/vinit-sukhija,,,"San Francisco, California, United States",Vinit Sukhija currently works as the Partner for Learn Capital. He previously worked at Teach For America as the Manager in Social Entrepreneurship and Innovation Initiative.,,,https://www.linkedin.com/in/vinitsukhija,Partner,Learn Capital,Investment Partner,,"50,881"
Warren Adams,https://www.crunchbase.com/person/warren-adams-2,1,,"Boston, Massachusetts, United States",,,,https://www.linkedin.com/in/warren-adams-71237630,,,Individual/Angel,Seed,"196,081"
Warren Jenson,https://www.crunchbase.com/person/warren-jenson,3,1,"San Francisco, California, United States","Warren brings a wealth of experience guiding companies through complex financial growth, global expansion and value creation.  He has been recognized for his visionary leadership by Institutional Investor magazine having been named as one of the Best CFOs in America.  Warren has served as CFO of Electronic Arts, Amazon.com and Delta Air Lines.  Prior to that, he worked in several positions as part of the General Electric Company. Most notably, he served as CFO and Senior Vice President for the National Broadcasting Company, a subsidiary of General Electric.",,,https://www.linkedin.com/in/warren-jenson-760a1b17,"President, CFO & Executive MD of International",LiveRamp,Individual/Angel,,"29,722"
Werner Vogels,https://www.crunchbase.com/person/werner-vogels,1,,"Seattle, Washington, United States","Werner Vogels is the Chief Technology Officer and Vice President of Amazon.com in Seattle, Washington. In charge of driving technology innovation within the company, Vogels has broad internal and external responsibilities. He joined Amazon in September of 2004 as the Director of Systems Research. He was named Chief Technology Officer in January of 2005 and Vice President, World-wide Architecture in March of that year. Prior to joining Amazon.com, from 1994 until 2004, Vogels was a research scientist at the Computer Science Department of Cornell University. He mainly conducted research in scalable reliable enterprise systems. From 1999 through 2002 he also held a Vice President and Chief Technology position at Reliable Network Solutions, Inc. From 1991 through 1994 he was a senior researcher at INESC in Lisbon, Portugal. Vogels received a Ph.D. in Computer Science from the Vrije Universiteit in Amsterdam, The Netherlands with Prof. Henri Bal and Prof. Andy Tanenbaum as his advisors. He is the author of many conference and journal articles, mainly on distributed systems technologies for enterprise computing systems. Vogels maintains a technology oriented weblog named â€œAll Things Distributedâ€ which he started in 2001 while he was still a scientist at Cornell. It was mainly used to discuss early results of his research. After he joined Amazon.com the nature of the weblog changed to more personal with some general technology and industry writings. Vogels described the deep technical nature of Amazon's infrastructure work in a paper about Amazon's Dynamo, the storage engine for the Amazon Shopping Cart.",http://twitter.com/werner,http://www.facebook.com/wernervogels,http://www.linkedin.com/in/wernervogels,VP & CTO,Amazon,Individual/Angel,Seed,"37,319"
Yossi Vardi,https://www.crunchbase.com/person/yossi-vardi,18,7,"Tel Aviv, Tel Aviv, Israel","One of Israel’s early entrepreneurs, Yossi Vardi co-founded, led, funded and helped build more than 80 high-tech, energy, natural resources, and clean-tech companies. Many of them went public, including Tekem, Alon Energy, Granite Hacarmel, answers.com, scopus, International Lasers Technologies, epals, tocows, brightcove, other were acquired :  Gteko (by Microsoft), Tivella (by cisco,) Airlink (by sierra wireless), Foxytunes (by yahoo),starnet (by IAC),Gift project (by  ebay). As the founding investor ofMirabilis Ltd, -the creator of iCQ -  Vardi co-pioneered instant messaging.  ICQ was one of the internet’s earliest successes, later sold to AOL. Vardi was chairman of the board of trustees of Jerusalem Foundation, serves on the board of trustees of the technion and served on those of Weitzman Institute. Hebrew university, open university .he was advisor to the World Bank, United Nations Development Program , CEO’s of Amazon, AOL, Siemens Albis, and Allied–signal. member of the World Economic Forum, and Co-chairman of the EU-Israel business dialogue. Vardi had an extensive government and public career, hewas the director general of Ministry of Development and Ministry of Energy. was chairman of Israel National Oil Company, and Israel Chemicals. participated in the peace talks with Egypt, Palestinians, Jordan and Syria.  He received  Honorary Doctorates from Technion, Israel Institute of Technology, and the Ben Gurion university , the Prime Minister Hi-Tech Award for life achievements (twice);  Best Internet Personality by TechCrunch Europe; Entrepreneur of the Year by Tel Aviv University , Europe’s 25 top techs by Wall Street Journal; and one of the 200 Greatest Israelis of all times by Ynet. was elected by Israel 21c to the top 10 icons of Israeli high tech - the pioneers, by The Algemeiner for the ""jewish 100 - the top 100 people positively influenced jewish life "" and by wired magazine (uk) as number 9 of the wired 2014 top 100 influential people in Europe Yossi Vardi sits on the advisory boards of 3i and Amdocs and has served on boards of numerous state and private corporations including Bezeq, Israel Electric, and the Bank of Israel.  Yossi has also been an Advisor to the CEOs of AOL, Amazon, and Allied Signal.  Yossi Vardi has received many awards, including the Prime Minister of Israel Hi-Tech Award for life achievements on two occasions, the Industry Prize, the Ramniceanu Prize and CEOs Entrepreneurs Hall of Fame.",,,,Chairman,4YFN [4 Years From Now],Individual/Angel,Seed,"37,388"
